epoch,loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0,0.16734318858722136,63.48617742175148,0.015382950094395451,79.13758305140904
1,0.18899067323876634,197.09972937901816,0.0604039521089622,72.37385327475411
2,0.06986986398364284,60.9802983942486,0.00930042953197179,48.34889074734279
3,0.07989274753102411,35.70494765327091,0.03290732838546059,50.382628440856934
4,0.1210908722659085,29.362182185763405,0.0017299455939792097,38.55697158404759
5,0.00522535445911455,17.933974981307983,0.010742392324443375,9.706550530024938
6,0.05688704624550328,33.955351295925325,0.04543595282094819,168.4907169342041
7,0.06895513575208108,25.615148351306008,0.1311553455473456,76.09924112047467
8,0.10266781723337426,171.72450385774886,0.14640013422051976,47.81231706483023
9,0.04302976089890026,47.75902673176357,0.057975312428815026,10.916487046650477
10,0.046610761975725404,11.977451676414127,0.030620021928500916,7.113579375403268
11,0.10881901113385711,20.862736372720626,0.018494978281004087,6.324352826390948
12,0.09376057044331294,23.25423842952365,0.0015914714812035008,43.78390313897814
13,0.1468042610476481,23.39162646588825,0.034197162317078825,7.5369589158466885
14,0.20745474193245173,40.65402357918875,0.006051441770978272,30.33456254005432
15,0.05892311154665159,15.047941378184728,0.0008298621479687947,38.62037951605661
16,0.09833055001495052,16.678605448632013,0.023637519652506205,34.07806507178715
17,0.006081618002748915,20.134905321257456,0.0006303586872361068,4.982877084187099
18,0.09494576773085144,18.57314567906516,0.012986068223004363,27.008769239698136
19,0.06150007148278833,361.2515639520827,0.009880189478280954,21.857532961027964
20,0.053685037214780185,16.13454094387236,0.0009729442722995632,23.297628011022294
21,0.030464500511741443,8.59578469821385,0.024262031161924824,96.6063505922045
22,0.018092239642837307,13.750581917308626,0.03501310320487911,9.447806324277606
23,0.2209123430490893,35.00628847167606,0.09535619204065629,82.9276465688433
24,0.05540076732480278,11.293532678059169,0.01064961774890045,4.658307109560285
25,0.1637743913770897,173.27082640216463,0.13066485284278834,26.439248187201365
26,0.053939137729078844,9.854579142161779,0.02429226145821823,24.62643141405923
27,0.24623599334292867,205.5897850252333,0.00833862429135479,16.826187201908656
28,0.193537038597112,38.795435650008066,0.06741418859123119,21.286662680762156
29,0.046435011933291595,15.238913785843621,0.04177210939815268,63.00610392434256
30,0.12086837373152819,30.711052798089526,0.058048565316961946,7.927512492452349
31,0.15496235642820552,38.828895370165505,0.011202827576198615,120.17117072854724
32,0.07069527212366838,20.803413334346953,0.011913355207070708,6.477918556758335
33,0.03185223275934169,10.637654122852144,0.1304799684855555,16.89625428404127
34,0.059009721916351864,20.229347424847738,0.005819816763895298,15.213982854570661
35,0.057439189119100946,16.79120225565774,0.0038543602006809253,10.945388725825719
36,0.08377543461323339,21.958416325705393,0.04462913314013609,10.57974372591291
37,0.01924896231503226,7.783953229586284,0.01793507028404357,11.9925559929439
38,0.135256431344065,38.47320884750003,0.008193368487159855,4.7761131184441705
39,0.0005860996749279799,6.119814730825878,0.11603717806948614,18.108559676579066
40,0.02866661486491683,11.547862844807762,0.01700316305920881,1279.6996753896985
41,0.0250528786280137,11.197983384132385,0.005745371491814565,5.805488688605172
42,0.012763046403484796,8.823841100647336,0.011680370107309759,39.79745764391763
43,0.10873477235491875,15.609082449050177,0.0749898512440268,25.949969479015895
44,0.10991702779124136,21.968185447511217,0.003825590421911329,31.660972935812815
45,0.01599002014907975,11.023765370959328,0.002074765636020207,6.4554524421691895
46,0.09642637610522797,19.518136376426334,0.01772545630644475,32.97618750163487
47,0.03985591411626609,29.342144026642753,0.022247950862427906,26.79923733643123
48,0.025553781169513796,9.38229534455708,0.0024967432379656073,23.78755979878562
49,0.04162028546817878,11.075901295457568,0.008703183056370887,28.67224133014679
50,0.008000281047965732,5.804061886810121,0.013619706404694756,12.60393227849688
51,0.04809892259003218,17.486677995749883,0.00692474478481537,25.819074324199132
52,0.001614206932399178,7.791010615371523,0.007256223342015541,11.95887918131692
